cars_train_crop/00001.jpg,14
cars_train_crop/00002.jpg,3
cars_train_crop/00003.jpg,91
cars_train_crop/00004.jpg,134
cars_train_crop/00005.jpg,106
cars_train_crop/00006.jpg,123
cars_train_crop/00007.jpg,89
cars_train_crop/00008.jpg,96
cars_train_crop/00009.jpg,167
cars_train_crop/00010.jpg,58
cars_train_crop/00011.jpg,49
cars_train_crop/00012.jpg,186
cars_train_crop/00013.jpg,135
cars_train_crop/00014.jpg,85
cars_train_crop/00015.jpg,193
cars_train_crop/00016.jpg,172
cars_train_crop/00017.jpg,14
cars_train_crop/00018.jpg,73
cars_train_crop/00019.jpg,192
cars_train_crop/00020.jpg,57
cars_train_crop/00021.jpg,79
cars_train_crop/00022.jpg,36
cars_train_crop/00023.jpg,120
cars_train_crop/00024.jpg,170
cars_train_crop/00025.jpg,194
cars_train_crop/00026.jpg,134
cars_train_crop/00027.jpg,184
cars_train_crop/00028.jpg,86
cars_train_crop/00029.jpg,180
cars_train_crop/00030.jpg,194
cars_train_crop/00031.jpg,154
cars_train_crop/00032.jpg,139
cars_train_crop/00033.jpg,66
cars_train_crop/00034.jpg,133
cars_train_crop/00035.jpg,154
cars_train_crop/00036.jpg,104
cars_train_crop/00037.jpg,38
cars_train_crop/00038.jpg,97
cars_train_crop/00039.jpg,105
cars_train_crop/00040.jpg,142
cars_train_crop/00041.jpg,13
cars_train_crop/00042.jpg,191
cars_train_crop/00043.jpg,119
cars_train_crop/00044.jpg,38
cars_train_crop/00045.jpg,186
cars_train_crop/00046.jpg,25
cars_train_crop/00047.jpg,194
cars_train_crop/00048.jpg,177
cars_train_crop/00049.jpg,173
cars_train_crop/00050.jpg,42
cars_train_crop/00051.jpg,91
cars_train_crop/00052.jpg,148
cars_train_crop/00053.jpg,15
cars_train_crop/00054.jpg,97
cars_train_crop/00055.jpg,42
cars_train_crop/00056.jpg,53
cars_train_crop/00057.jpg,44
cars_train_crop/00058.jpg,65
cars_train_crop/00059.jpg,90
cars_train_crop/00060.jpg,124
cars_train_crop/00061.jpg,114
cars_train_crop/00062.jpg,190
cars_train_crop/00063.jpg,101
cars_train_crop/00064.jpg,187
cars_train_crop/00065.jpg,8
cars_train_crop/00066.jpg,17
cars_train_crop/00067.jpg,111
cars_train_crop/00068.jpg,122
cars_train_crop/00069.jpg,5
cars_train_crop/00070.jpg,29
cars_train_crop/00071.jpg,126
cars_train_crop/00072.jpg,94
cars_train_crop/00073.jpg,106
cars_train_crop/00074.jpg,106
cars_train_crop/00075.jpg,188
cars_train_crop/00076.jpg,59
cars_train_crop/00077.jpg,110
cars_train_crop/00078.jpg,43
cars_train_crop/00079.jpg,133
cars_train_crop/00080.jpg,111
cars_train_crop/00081.jpg,8
cars_train_crop/00082.jpg,192
cars_train_crop/00083.jpg,18
cars_train_crop/00084.jpg,116
cars_train_crop/00085.jpg,49
cars_train_crop/00086.jpg,145
cars_train_crop/00087.jpg,49
cars_train_crop/00088.jpg,170
cars_train_crop/00089.jpg,20
cars_train_crop/00090.jpg,114
cars_train_crop/00091.jpg,165
cars_train_crop/00092.jpg,138
cars_train_crop/00093.jpg,175
cars_train_crop/00094.jpg,112
cars_train_crop/00095.jpg,122
cars_train_crop/00096.jpg,104
cars_train_crop/00097.jpg,57
cars_train_crop/00098.jpg,51
cars_train_crop/00099.jpg,37
cars_train_crop/00100.jpg,71
cars_train_crop/00101.jpg,193
cars_train_crop/00102.jpg,105
cars_train_crop/00103.jpg,61
cars_train_crop/00104.jpg,74
cars_train_crop/00105.jpg,133
cars_train_crop/00106.jpg,162
cars_train_crop/00107.jpg,131
cars_train_crop/00108.jpg,88
cars_train_crop/00109.jpg,121
