cars_train/00001.jpg,39,116,569,375,14
cars_train/00002.jpg,36,116,868,587,3
cars_train/00003.jpg,85,109,601,381,91
cars_train/00004.jpg,621,393,1484,1096,134
cars_train/00005.jpg,14,36,133,99,106
cars_train/00006.jpg,259,289,515,416,123
cars_train/00007.jpg,88,80,541,397,89
cars_train/00008.jpg,73,79,591,410,96
cars_train/00009.jpg,20,126,1269,771,167
cars_train/00010.jpg,21,110,623,367,58
cars_train/00011.jpg,51,93,601,393,49
cars_train/00012.jpg,6,62,499,286,186
cars_train/00013.jpg,30,36,418,307,135
cars_train/00014.jpg,31,246,778,540,85
cars_train/00015.jpg,32,77,589,379,193
cars_train/00016.jpg,27,49,611,396,172
cars_train/00017.jpg,39,52,233,150,14
cars_train/00018.jpg,3,8,190,147,73
cars_train/00019.jpg,247,287,1366,761,192
cars_train/00020.jpg,17,281,961,596,57
cars_train/00021.jpg,17,156,695,375,79
cars_train/00022.jpg,212,538,1893,1131,36
cars_train/00023.jpg,11,28,476,234,120
cars_train/00024.jpg,53,126,973,621,170
cars_train/00025.jpg,34,87,567,343,194
cars_train/00026.jpg,30,174,598,379,134
cars_train/00027.jpg,80,107,606,336,184
cars_train/00028.jpg,45,115,585,382,86
cars_train/00029.jpg,28,139,1564,1126,180
cars_train/00030.jpg,82,109,874,521,194
cars_train/00031.jpg,55,318,446,564,154
cars_train/00032.jpg,12,31,471,350,139
cars_train/00033.jpg,34,197,1011,656,66
cars_train/00034.jpg,37,63,614,397,133
cars_train/00035.jpg,223,87,1111,670,154
cars_train/00036.jpg,138,41,521,223,104
cars_train/00037.jpg,31,87,616,344,38
cars_train/00038.jpg,16,89,459,326,97
cars_train/00039.jpg,53,113,614,350,105
cars_train/00040.jpg,214,110,660,403,142
cars_train/00041.jpg,61,55,566,408,13
cars_train/00042.jpg,28,61,622,371,191
cars_train/00043.jpg,22,39,588,362,119
cars_train/00044.jpg,220,193,537,364,38
cars_train/00045.jpg,12,108,489,297,186
cars_train/00046.jpg,28,80,759,466,25
cars_train/00047.jpg,84,248,1102,899,194
cars_train/00048.jpg,142,69,753,451,177
cars_train/00049.jpg,166,543,887,903,173
cars_train/00050.jpg,20,96,564,341,42
cars_train/00051.jpg,41,181,607,465,91
cars_train/00052.jpg,39,29,774,395,148
cars_train/00053.jpg,161,191,425,307,15
cars_train/00054.jpg,58,562,1528,1081,97
cars_train/00055.jpg,80,120,582,391,42
cars_train/00056.jpg,32,48,472,267,53
cars_train/00057.jpg,260,138,972,439,44
cars_train/00058.jpg,11,35,256,173,65
cars_train/00059.jpg,68,91,607,354,90
cars_train/00060.jpg,129,120,345,269,124
cars_train/00061.jpg,11,104,1011,742,114
cars_train/00062.jpg,19,21,425,265,190
cars_train/00063.jpg,175,330,928,647,101
cars_train/00064.jpg,97,39,925,700,187
cars_train/00065.jpg,63,175,417,320,8
cars_train/00066.jpg,30,39,221,125,17
cars_train/00067.jpg,129,89,594,432,111
cars_train/00068.jpg,32,43,598,350,122
cars_train/00069.jpg,142,124,675,445,5
cars_train/00070.jpg,220,313,1054,976,29
cars_train/00071.jpg,8,12,639,299,126
cars_train/00072.jpg,92,271,1178,749,94
cars_train/00073.jpg,15,12,314,230,106
cars_train/00074.jpg,14,12,309,223,106
cars_train/00075.jpg,45,74,522,253,188
cars_train/00076.jpg,12,27,284,166,59
cars_train/00077.jpg,25,25,3502,2017,110
cars_train/00078.jpg,36,88,611,417,43
cars_train/00079.jpg,165,126,749,425,133
cars_train/00080.jpg,20,21,292,217,111
cars_train/00081.jpg,10,55,540,271,8
cars_train/00082.jpg,63,113,597,413,192
cars_train/00083.jpg,55,48,294,205,18
cars_train/00084.jpg,27,67,620,474,116
cars_train/00085.jpg,15,80,629,402,49
cars_train/00086.jpg,119,300,1416,871,145
cars_train/00087.jpg,17,36,455,215,49
cars_train/00088.jpg,171,176,2373,1751,170
cars_train/00089.jpg,49,195,1003,617,20
cars_train/00090.jpg,5,43,296,211,114
cars_train/00091.jpg,49,57,494,419,165
cars_train/00092.jpg,101,84,492,272,138
